Country,Feature,Coefficient,Percentage_Effect,Train_Adj_R2,Test_MSE
Denmark,Population Growth Rate (percentage),-0.075902044,7.963632464,0.928752154,0.002223827
Denmark,Mean Age Childbearing (years),-0.067137856,7.044095046,0.928752154,0.002223827
Denmark,"Rate of Natural Change (per 1,000 population)",0.052571838,5.515830352,0.928752154,0.002223827
Denmark,"Net Migration Rate (per 1,000 population)",0.047933945,5.029223206,0.928752154,0.002223827
Denmark,Female Deaths ,0.044009729,4.617494936,0.928752154,0.002223827
Denmark,Net Number of Migrants ,0.036441215,3.823407479,0.928752154,0.002223827
Denmark,Births by women aged 15 to 19 ,0.034752664,3.646244957,0.928752154,0.002223827
Denmark,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",-0.032120799,3.370110036,0.928752154,0.002223827
Denmark,"Population Density, as of 1 July (persons per square km)",0.027643392,2.900341067,0.928752154,0.002223827
Denmark,employment_rate_15_24,-0.02427906,2.547355814,0.928752154,0.002223827
Denmark,EmploymentRate15,0.019816351,2.079128982,0.928752154,0.002223827
Denmark,female_years_schooling,0.018882218,1.981119816,0.928752154,0.002223827
Denmark,Male Deaths ,-0.018712436,1.963306377,0.928752154,0.002223827
Denmark,Female Life Expectancy at Age 15 (years),0.018552954,1.946573463,0.928752154,0.002223827
Denmark,DailyIncome,-0.013157695,1.380503615,0.928752154,0.002223827
Denmark,"Crude Death Rate (deaths per 1,000 population)",-0.010225546,1.072862932,0.928752154,0.002223827
Denmark,"Population Sex Ratio, as of 1 July (males per 100 females)",0.00938454,0.984624684,0.928752154,0.002223827
Denmark,"Infant Mortality Rate (infant deaths per 1,000 live births)",-0.00769845,0.807720393,0.928752154,0.002223827
Denmark,Sex Ratio at Birth (males per 100 female births),-0.006183966,0.64882088,0.928752154,0.002223827
Denmark,Population Annual Doubling Time (years),0.001655088,0.173651596,0.928752154,0.002223827
Dominican Republic,"Rate of Natural Change (per 1,000 population)",0.29156786,38.21530509,0.999599438,8.95985E-05
Dominican Republic,"Population Density, as of 1 July (persons per square km)",-0.164246612,21.52752492,0.999599438,8.95985E-05
Dominican Republic,Male Deaths ,0.128454242,16.83627969,0.999599438,8.95985E-05
Dominican Republic,Female Deaths ,0.037304034,4.889376502,0.999599438,8.95985E-05
Dominican Republic,Male Life Expectancy at Age 15 (years),0.035536201,4.657669643,0.999599438,8.95985E-05
Dominican Republic,Population Annual Doubling Time (years),-0.033154068,4.345447507,0.999599438,8.95985E-05
Dominican Republic,Net Number of Migrants ,-0.020108944,2.635645247,0.999599438,8.95985E-05
Dominican Republic,"Median Age, as of 1 July (years)",-0.017326223,2.270918674,0.999599438,8.95985E-05
Dominican Republic,Population Growth Rate (percentage),0.014916389,1.955065764,0.999599438,8.95985E-05
Dominican Republic,Mean Age Childbearing (years),0.009073631,1.18926541,0.999599438,8.95985E-05
Dominican Republic,Births by women aged 15 to 19 ,-0.00678987,0.889936691,0.999599438,8.95985E-05
Dominican Republic,employment_rate_15_24,-0.002416791,0.316764693,0.999599438,8.95985E-05
Dominican Republic,DailyIncome,0.001056271,0.138443668,0.999599438,8.95985E-05
Dominican Republic,EmploymentRate15,-0.000967977,0.126871107,0.999599438,8.95985E-05
Dominican Republic,"Crude Death Rate (deaths per 1,000 population)",4.19E-05,0.005485389,0.999599438,8.95985E-05
Dominican Republic,Sex Ratio at Birth (males per 100 female births),0,0,0.999599438,8.95985E-05
Dominican Republic,female_years_schooling,0,0,0.999599438,8.95985E-05
Dominican Republic,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.999599438,8.95985E-05
Dominican Republic,Female Life Expectancy at Age 15 (years),0,0,0.999599438,8.95985E-05
Dominican Republic,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.999599438,8.95985E-05
Dominican Republic,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.999599438,8.95985E-05
Dominican Republic,"Net Migration Rate (per 1,000 population)",0,0,0.999599438,8.95985E-05
Algeria,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.447372001,32.64695849,0.990917359,0.000344929
Algeria,"Rate of Natural Change (per 1,000 population)",0.318209583,23.22133488,0.990917359,0.000344929
Algeria,"Population Sex Ratio, as of 1 July (males per 100 females)",-0.180589393,13.17850557,0.990917359,0.000344929
Algeria,Births by women aged 15 to 19 ,0.112657289,8.221162307,0.990917359,0.000344929
Algeria,Male Life Expectancy at Age 15 (years),0.080302864,5.860099105,0.990917359,0.000344929
Algeria,Female Deaths ,0.079501597,5.80162671,0.990917359,0.000344929
Algeria,Sex Ratio at Birth (males per 100 female births),-0.061961552,4.521642402,0.990917359,0.000344929
Algeria,EmploymentRate15,-0.036199505,2.641657836,0.990917359,0.000344929
Algeria,Mean Age Childbearing (years),-0.029556074,2.156853633,0.990917359,0.000344929
Algeria,"Net Migration Rate (per 1,000 population)",-0.020146944,1.470222655,0.990917359,0.000344929
Algeria,female_years_schooling,0.003836061,0.279936402,0.990917359,0.000344929
Algeria,Population Annual Doubling Time (years),0,0,0.990917359,0.000344929
Algeria,Population Growth Rate (percentage),0,0,0.990917359,0.000344929
Algeria,Male Deaths ,0,0,0.990917359,0.000344929
Algeria,"Median Age, as of 1 July (years)",0,0,0.990917359,0.000344929
Algeria,"Crude Death Rate (deaths per 1,000 population)",0,0,0.990917359,0.000344929
Algeria,"Population Density, as of 1 July (persons per square km)",0,0,0.990917359,0.000344929
Algeria,Female Life Expectancy at Age 15 (years),0,0,0.990917359,0.000344929
Algeria,employment_rate_15_24,0,0,0.990917359,0.000344929
Algeria,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.990917359,0.000344929
Algeria,Net Number of Migrants ,0,0,0.990917359,0.000344929
Algeria,DailyIncome,0,0,0.990917359,0.000344929
Ecuador,"Rate of Natural Change (per 1,000 population)",0.412301734,76.26166584,0.999528892,0.000400425
Ecuador,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.032677303,6.044179253,0.999528892,0.000400425
Ecuador,Female Life Expectancy at Age 15 (years),-0.029484196,5.453564041,0.999528892,0.000400425
Ecuador,Male Life Expectancy at Age 15 (years),-0.024347124,4.503382005,0.999528892,0.000400425
Ecuador,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0.014925504,2.760705813,0.999528892,0.000400425
Ecuador,Mean Age Childbearing (years),0.010755351,1.989370606,0.999528892,0.000400425
Ecuador,"Crude Death Rate (deaths per 1,000 population)",0.010657049,1.97118819,0.999528892,0.000400425
Ecuador,employment_rate_15_24,-0.00549261,1.015944253,0.999528892,0.000400425
Ecuador,Sex Ratio at Birth (males per 100 female births),0,0,0.999528892,0.000400425
Ecuador,Net Number of Migrants ,0,0,0.999528892,0.000400425
Ecuador,Female Deaths ,0,0,0.999528892,0.000400425
Ecuador,Male Deaths ,0,0,0.999528892,0.000400425
Ecuador,DailyIncome,0,0,0.999528892,0.000400425
Ecuador,female_years_schooling,0,0,0.999528892,0.000400425
Ecuador,Births by women aged 15 to 19 ,0,0,0.999528892,0.000400425
Ecuador,Population Annual Doubling Time (years),0,0,0.999528892,0.000400425
Ecuador,Population Growth Rate (percentage),0,0,0.999528892,0.000400425
Ecuador,"Median Age, as of 1 July (years)",0,0,0.999528892,0.000400425
Ecuador,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.999528892,0.000400425
Ecuador,"Population Density, as of 1 July (persons per square km)",0,0,0.999528892,0.000400425
Ecuador,EmploymentRate15,0,0,0.999528892,0.000400425
Ecuador,"Net Migration Rate (per 1,000 population)",0,0,0.999528892,0.000400425
Egypt,"Rate of Natural Change (per 1,000 population)",0.185314749,42.49740597,0.990313958,0.000373548
Egypt,Mean Age Childbearing (years),0.088960868,20.40099952,0.990313958,0.000373548
Egypt,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0.076234567,17.48253363,0.990313958,0.000373548
Egypt,"Crude Death Rate (deaths per 1,000 population)",0.059169119,13.56899059,0.990313958,0.000373548
Egypt,Sex Ratio at Birth (males per 100 female births),0.0148503,3.405553178,0.990313958,0.000373548
Egypt,Population Annual Doubling Time (years),-0.011531716,2.644517107,0.990313958,0.000373548
Egypt,Net Number of Migrants ,0,0,0.990313958,0.000373548
Egypt,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.990313958,0.000373548
Egypt,Female Life Expectancy at Age 15 (years),0,0,0.990313958,0.000373548
Egypt,Male Life Expectancy at Age 15 (years),0,0,0.990313958,0.000373548
Egypt,Female Deaths ,0,0,0.990313958,0.000373548
Egypt,Male Deaths ,0,0,0.990313958,0.000373548
Egypt,DailyIncome,0,0,0.990313958,0.000373548
Egypt,female_years_schooling,0,0,0.990313958,0.000373548
Egypt,Births by women aged 15 to 19 ,0,0,0.990313958,0.000373548
Egypt,Population Growth Rate (percentage),0,0,0.990313958,0.000373548
Egypt,"Median Age, as of 1 July (years)",0,0,0.990313958,0.000373548
Egypt,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.990313958,0.000373548
Egypt,"Population Density, as of 1 July (persons per square km)",0,0,0.990313958,0.000373548
Egypt,employment_rate_15_24,0,0,0.990313958,0.000373548
Egypt,EmploymentRate15,0,0,0.990313958,0.000373548
Egypt,"Net Migration Rate (per 1,000 population)",0,0,0.990313958,0.000373548
Eritrea,"Population Density, as of 1 July (persons per square km)",-0.322936976,24.43266905,0.99877129,5.22575E-05
Eritrea,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.219937037,16.63993052,0.99877129,5.22575E-05
Eritrea,Mean Age Childbearing (years),0.143182941,10.83289207,0.99877129,5.22575E-05
Eritrea,"Rate of Natural Change (per 1,000 population)",0.121200227,9.169730508,0.99877129,5.22575E-05
Eritrea,Female Life Expectancy at Age 15 (years),0.117158592,8.863949675,0.99877129,5.22575E-05
Eritrea,Female Deaths ,0.087137225,6.592602073,0.99877129,5.22575E-05
Eritrea,Male Life Expectancy at Age 15 (years),-0.066042882,4.99665263,0.99877129,5.22575E-05
Eritrea,Net Number of Migrants ,0.05632444,4.26137759,0.99877129,5.22575E-05
Eritrea,"Median Age, as of 1 July (years)",-0.055887103,4.228289736,0.99877129,5.22575E-05
Eritrea,"Population Sex Ratio, as of 1 July (males per 100 females)",0.053180034,4.023479057,0.99877129,5.22575E-05
Eritrea,Births by women aged 15 to 19 ,0.041164113,3.114382125,0.99877129,5.22575E-05
Eritrea,DailyIncome,-0.010795898,0.816792819,0.99877129,5.22575E-05
Eritrea,Population Annual Doubling Time (years),-0.009901383,0.749115893,0.99877129,5.22575E-05
Eritrea,"Crude Death Rate (deaths per 1,000 population)",0.008435448,0.638206623,0.99877129,5.22575E-05
Eritrea,Male Deaths ,-0.005189786,0.392647267,0.99877129,5.22575E-05
Eritrea,employment_rate_15_24,0.003268436,0.247282365,0.99877129,5.22575E-05
Eritrea,Sex Ratio at Birth (males per 100 female births),0,0,0.99877129,5.22575E-05
Eritrea,female_years_schooling,0,0,0.99877129,5.22575E-05
Eritrea,Population Growth Rate (percentage),0,0,0.99877129,5.22575E-05
Eritrea,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.99877129,5.22575E-05
Eritrea,EmploymentRate15,0,0,0.99877129,5.22575E-05
Eritrea,"Net Migration Rate (per 1,000 population)",0,0,0.99877129,5.22575E-05
Spain,Births by women aged 15 to 19 ,0.089517819,33.68870201,0.838554502,0.000214061
Spain,Male Life Expectancy at Age 15 (years),0.037989413,14.29675169,0.838554502,0.000214061
Spain,"Rate of Natural Change (per 1,000 population)",0.037105626,13.96415136,0.838554502,0.000214061
Spain,Female Deaths ,0.03433837,12.92273552,0.838554502,0.000214061
Spain,"Median Age, as of 1 July (years)",0.032239204,12.13274561,0.838554502,0.000214061
Spain,female_years_schooling,-0.019981767,7.519841453,0.838554502,0.000214061
Spain,EmploymentRate15,0.006842282,2.574991316,0.838554502,0.000214061
Spain,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.006145225,2.31266432,0.838554502,0.000214061
Spain,Sex Ratio at Birth (males per 100 female births),-0.001560887,0.587416716,0.838554502,0.000214061
Spain,DailyIncome,0,0,0.838554502,0.000214061
Spain,Net Number of Migrants ,0,0,0.838554502,0.000214061
Spain,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.838554502,0.000214061
Spain,Female Life Expectancy at Age 15 (years),0,0,0.838554502,0.000214061
Spain,"Crude Death Rate (deaths per 1,000 population)",0,0,0.838554502,0.000214061
Spain,Mean Age Childbearing (years),0,0,0.838554502,0.000214061
Spain,Male Deaths ,0,0,0.838554502,0.000214061
Spain,Population Annual Doubling Time (years),0,0,0.838554502,0.000214061
Spain,Population Growth Rate (percentage),0,0,0.838554502,0.000214061
Spain,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.838554502,0.000214061
Spain,"Population Density, as of 1 July (persons per square km)",0,0,0.838554502,0.000214061
Spain,employment_rate_15_24,0,0,0.838554502,0.000214061
Spain,"Net Migration Rate (per 1,000 population)",0,0,0.838554502,0.000214061
Estonia,"Rate of Natural Change (per 1,000 population)",0.223924393,49.42348025,0.997381828,0.000463589
Estonia,"Crude Death Rate (deaths per 1,000 population)",0.075978119,16.76951313,0.997381828,0.000463589
Estonia,Male Deaths ,0.029571122,6.526791145,0.997381828,0.000463589
Estonia,DailyIncome,0.028230157,6.230819989,0.997381828,0.000463589
Estonia,Female Deaths ,0.017546182,3.872706261,0.997381828,0.000463589
Estonia,"Population Sex Ratio, as of 1 July (males per 100 females)",0.017528598,3.868825187,0.997381828,0.000463589
Estonia,EmploymentRate15,-0.014268517,3.149276234,0.997381828,0.000463589
Estonia,employment_rate_15_24,0.01388234,3.0640412,0.997381828,0.000463589
Estonia,Births by women aged 15 to 19 ,-0.00724305,1.598650124,0.997381828,0.000463589
Estonia,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0.006985057,1.541707188,0.997381828,0.000463589
Estonia,Population Growth Rate (percentage),0.005651332,1.24733388,0.997381828,0.000463589
Estonia,"Population Density, as of 1 July (persons per square km)",-0.005091982,1.12387702,0.997381828,0.000463589
Estonia,female_years_schooling,0.004826328,1.065243104,0.997381828,0.000463589
Estonia,Sex Ratio at Birth (males per 100 female births),-0.002345718,0.517735281,0.997381828,0.000463589
Estonia,Female Life Expectancy at Age 15 (years),0,0,0.997381828,0.000463589
Estonia,Net Number of Migrants ,0,0,0.997381828,0.000463589
Estonia,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.997381828,0.000463589
Estonia,Mean Age Childbearing (years),0,0,0.997381828,0.000463589
Estonia,Male Life Expectancy at Age 15 (years),0,0,0.997381828,0.000463589
Estonia,Population Annual Doubling Time (years),0,0,0.997381828,0.000463589
Estonia,"Median Age, as of 1 July (years)",0,0,0.997381828,0.000463589
Estonia,"Net Migration Rate (per 1,000 population)",0,0,0.997381828,0.000463589
Ethiopia,"Rate of Natural Change (per 1,000 population)",0.347634543,31.09330773,0.999664284,0.005044339
Ethiopia,"Population Density, as of 1 July (persons per square km)",-0.195896701,17.52149357,0.999664284,0.005044339
Ethiopia,"Median Age, as of 1 July (years)",-0.174132145,15.57481697,0.999664284,0.005044339
Ethiopia,Male Life Expectancy at Age 15 (years),-0.122526694,10.95909566,0.999664284,0.005044339
Ethiopia,"Population Sex Ratio, as of 1 July (males per 100 females)",-0.115956196,10.37141377,0.999664284,0.005044339
Ethiopia,Female Deaths ,0.084861373,7.590214603,0.999664284,0.005044339
Ethiopia,"Crude Death Rate (deaths per 1,000 population)",0.030272944,2.707688249,0.999664284,0.005044339
Ethiopia,Population Growth Rate (percentage),0.02077764,1.858404385,0.999664284,0.005044339
Ethiopia,Mean Age Childbearing (years),0.015101209,1.350690127,0.999664284,0.005044339
Ethiopia,employment_rate_15_24,-0.007554776,0.675718144,0.999664284,0.005044339
Ethiopia,Female Life Expectancy at Age 15 (years),-0.003322322,0.297156807,0.999664284,0.005044339
Ethiopia,Net Number of Migrants ,0,0,0.999664284,0.005044339
Ethiopia,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.999664284,0.005044339
Ethiopia,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.999664284,0.005044339
Ethiopia,DailyIncome,0,0,0.999664284,0.005044339
Ethiopia,Male Deaths ,0,0,0.999664284,0.005044339
Ethiopia,Sex Ratio at Birth (males per 100 female births),0,0,0.999664284,0.005044339
Ethiopia,female_years_schooling,0,0,0.999664284,0.005044339
Ethiopia,Births by women aged 15 to 19 ,0,0,0.999664284,0.005044339
Ethiopia,Population Annual Doubling Time (years),0,0,0.999664284,0.005044339
Ethiopia,EmploymentRate15,0,0,0.999664284,0.005044339
Ethiopia,"Net Migration Rate (per 1,000 population)",0,0,0.999664284,0.005044339
Finland,"Median Age, as of 1 July (years)",0.212960429,23.17477852,0.997523471,0.002010268
Finland,"Rate of Natural Change (per 1,000 population)",0.159463755,17.35316382,0.997523471,0.002010268
Finland,"Population Sex Ratio, as of 1 July (males per 100 females)",-0.145197651,15.80069794,0.997523471,0.002010268
Finland,Male Life Expectancy at Age 15 (years),-0.105485852,11.47918072,0.997523471,0.002010268
Finland,Female Deaths ,0.054137448,5.891344995,0.997523471,0.002010268
Finland,"Crude Death Rate (deaths per 1,000 population)",-0.035986453,3.916117568,0.997523471,0.002010268
Finland,Male Deaths ,0.033355082,3.629766493,0.997523471,0.002010268
Finland,"Population Density, as of 1 July (persons per square km)",-0.022254374,2.421765388,0.997523471,0.002010268
Finland,Female Life Expectancy at Age 15 (years),0.018571061,2.020939902,0.997523471,0.002010268
Finland,Mean Age Childbearing (years),0.018110975,1.970872425,0.997523471,0.002010268
Finland,EmploymentRate15,0.015362085,1.671732747,0.997523471,0.002010268
Finland,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",-0.015252583,1.659816506,0.997523471,0.002010268
Finland,DailyIncome,0.014324504,1.558821143,0.997523471,0.002010268
Finland,employment_rate_15_24,-0.01312069,1.427819607,0.997523471,0.002010268
Finland,Births by women aged 15 to 19 ,0.013050926,1.420227826,0.997523471,0.002010268
Finland,"Net Migration Rate (per 1,000 population)",-0.012113655,1.318232144,0.997523471,0.002010268
Finland,"Infant Mortality Rate (infant deaths per 1,000 live births)",-0.008213242,0.893781355,0.997523471,0.002010268
Finland,Net Number of Migrants ,0.00811331,0.882906568,0.997523471,0.002010268
Finland,Sex Ratio at Birth (males per 100 female births),-0.004862691,0.529167719,0.997523471,0.002010268
Finland,Population Growth Rate (percentage),-0.00474118,0.515944699,0.997523471,0.002010268
Finland,female_years_schooling,0.002935036,0.319396502,0.997523471,0.002010268
Finland,Population Annual Doubling Time (years),0.001318901,0.143525409,0.997523471,0.002010268
Fiji,"Rate of Natural Change (per 1,000 population)",0.212549536,32.38763007,0.998392248,3.81428E-05
Fiji,"Population Density, as of 1 July (persons per square km)",-0.161972263,24.68082418,0.998392248,3.81428E-05
Fiji,Births by women aged 15 to 19 ,-0.081670985,12.44476794,0.998392248,3.81428E-05
Fiji,EmploymentRate15,-0.048926401,7.455251164,0.998392248,3.81428E-05
Fiji,employment_rate_15_24,0.041482321,6.320945676,0.998392248,3.81428E-05
Fiji,DailyIncome,0.028374794,4.323661974,0.998392248,3.81428E-05
Fiji,Sex Ratio at Birth (males per 100 female births),-0.018066207,2.752871885,0.998392248,3.81428E-05
Fiji,Female Life Expectancy at Age 15 (years),-0.017515131,2.668900669,0.998392248,3.81428E-05
Fiji,"Infant Mortality Rate (infant deaths per 1,000 live births)",-0.013777972,2.099444113,0.998392248,3.81428E-05
Fiji,"Population Sex Ratio, as of 1 July (males per 100 females)",0.010297694,1.569130176,0.998392248,3.81428E-05
Fiji,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",-0.006549677,0.998019164,0.998392248,3.81428E-05
Fiji,Population Growth Rate (percentage),0.004606046,0.701854867,0.998392248,3.81428E-05
Fiji,"Crude Death Rate (deaths per 1,000 population)",0.00404283,0.616033729,0.998392248,3.81428E-05
Fiji,Population Annual Doubling Time (years),-0.003798135,0.57874786,0.998392248,3.81428E-05
Fiji,Male Life Expectancy at Age 15 (years),-0.001702563,0.259431225,0.998392248,3.81428E-05
Fiji,Female Deaths ,0.000935085,0.142485305,0.998392248,3.81428E-05
Fiji,Net Number of Migrants ,0,0,0.998392248,3.81428E-05
Fiji,Mean Age Childbearing (years),0,0,0.998392248,3.81428E-05
Fiji,Male Deaths ,0,0,0.998392248,3.81428E-05
Fiji,female_years_schooling,0,0,0.998392248,3.81428E-05
Fiji,"Median Age, as of 1 July (years)",0,0,0.998392248,3.81428E-05
Fiji,"Net Migration Rate (per 1,000 population)",0,0,0.998392248,3.81428E-05
France,"Rate of Natural Change (per 1,000 population)",0.12189328,18.54194991,0.998873015,0.000518664
France,"Population Density, as of 1 July (persons per square km)",0.096635305,14.69980113,0.998873015,0.000518664
France,Female Deaths ,0.095424636,14.51563868,0.998873015,0.000518664
France,"Median Age, as of 1 July (years)",-0.052073486,7.921223933,0.998873015,0.000518664
France,"Crude Death Rate (deaths per 1,000 population)",-0.045930926,6.986840702,0.998873015,0.000518664
France,Female Life Expectancy at Age 15 (years),-0.042924943,6.529581857,0.998873015,0.000518664
France,Male Deaths ,0.037326719,5.67800096,0.998873015,0.000518664
France,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",-0.028270951,4.300471314,0.998873015,0.000518664
France,Mean Age Childbearing (years),0.025364587,3.858366119,0.998873015,0.000518664
France,EmploymentRate15,0.022723288,3.456581587,0.998873015,0.000518664
France,employment_rate_15_24,-0.019804332,3.012560946,0.998873015,0.000518664
France,Population Growth Rate (percentage),0.017665094,2.687147978,0.998873015,0.000518664
France,Male Life Expectancy at Age 15 (years),-0.012109205,1.842006947,0.998873015,0.000518664
France,Births by women aged 15 to 19 ,0.011680818,1.776842411,0.998873015,0.000518664
France,"Net Migration Rate (per 1,000 population)",-0.005684843,0.864757029,0.998873015,0.000518664
France,"Population Sex Ratio, as of 1 July (males per 100 females)",0.005364751,0.816065858,0.998873015,0.000518664
France,DailyIncome,0.004590544,0.698296343,0.998873015,0.000518664
France,Net Number of Migrants ,-0.004022881,0.611945571,0.998873015,0.000518664
France,"Infant Mortality Rate (infant deaths per 1,000 live births)",-0.002854951,0.434284499,0.998873015,0.000518664
France,Population Annual Doubling Time (years),-0.002047504,0.311458637,0.998873015,0.000518664
France,Sex Ratio at Birth (males per 100 female births),-0.001677994,0.255250189,0.998873015,0.000518664
France,female_years_schooling,-0.00132088,0.200927398,0.998873015,0.000518664
"Micronesia, Fed. Sts.",DailyIncome,0,,1,0
"Micronesia, Fed. Sts.",female_years_schooling,0,,1,0
"Micronesia, Fed. Sts.",EmploymentRate15,0,,1,0
"Micronesia, Fed. Sts.",employment_rate_15_24,0,,1,0
"Micronesia, Fed. Sts.","Population Density, as of 1 July (persons per square km)",0,,1,0
"Micronesia, Fed. Sts.","Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
"Micronesia, Fed. Sts.","Median Age, as of 1 July (years)",0,,1,0
"Micronesia, Fed. Sts.","Rate of Natural Change (per 1,000 population)",0,,1,0
"Micronesia, Fed. Sts.",Population Growth Rate (percentage),0,,1,0
"Micronesia, Fed. Sts.",Population Annual Doubling Time (years),0,,1,0
"Micronesia, Fed. Sts.",Births by women aged 15 to 19 ,0,,1,0
"Micronesia, Fed. Sts.",Mean Age Childbearing (years),0,,1,0
"Micronesia, Fed. Sts.",Sex Ratio at Birth (males per 100 female births),0,,1,0
"Micronesia, Fed. Sts.",Male Deaths ,0,,1,0
"Micronesia, Fed. Sts.",Female Deaths ,0,,1,0
"Micronesia, Fed. Sts.","Crude Death Rate (deaths per 1,000 population)",0,,1,0
"Micronesia, Fed. Sts.",Male Life Expectancy at Age 15 (years),0,,1,0
"Micronesia, Fed. Sts.",Female Life Expectancy at Age 15 (years),0,,1,0
"Micronesia, Fed. Sts.","Infant Mortality Rate (infant deaths per 1,000 live births)",0,,1,0
"Micronesia, Fed. Sts.","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,1,0
"Micronesia, Fed. Sts.",Net Number of Migrants ,0,,1,0
"Micronesia, Fed. Sts.","Net Migration Rate (per 1,000 population)",0,,1,0
Gabon,"Population Density, as of 1 July (persons per square km)",-0.324130739,19.82583359,0.998370191,0.00837626
Gabon,"Population Sex Ratio, as of 1 July (males per 100 females)",-0.314435792,19.23283089,0.998370191,0.00837626
Gabon,Male Deaths ,0.25467346,15.57739837,0.998370191,0.00837626
Gabon,Female Life Expectancy at Age 15 (years),0.205170435,12.54948825,0.998370191,0.00837626
Gabon,Female Deaths ,-0.118961267,7.276404225,0.998370191,0.00837626
Gabon,"Rate of Natural Change (per 1,000 population)",0.115468687,7.062776503,0.998370191,0.00837626
Gabon,"Crude Death Rate (deaths per 1,000 population)",0.070592776,4.31788925,0.998370191,0.00837626
Gabon,Births by women aged 15 to 19 ,-0.060170896,3.680422803,0.998370191,0.00837626
Gabon,"Infant Mortality Rate (infant deaths per 1,000 live births)",-0.044751879,2.737300718,0.998370191,0.00837626
Gabon,Population Annual Doubling Time (years),0.041469631,2.536538208,0.998370191,0.00837626
Gabon,Sex Ratio at Birth (males per 100 female births),-0.02898088,1.77264924,0.998370191,0.00837626
Gabon,DailyIncome,0.023814413,1.456636269,0.998370191,0.00837626
Gabon,Mean Age Childbearing (years),0.012847927,0.785858419,0.998370191,0.00837626
Gabon,female_years_schooling,-0.011983772,0.733001331,0.998370191,0.00837626
Gabon,EmploymentRate15,-0.005671475,0.346902387,0.998370191,0.00837626
Gabon,"Net Migration Rate (per 1,000 population)",-0.001766819,0.108069547,0.998370191,0.00837626
Gabon,Population Growth Rate (percentage),0,0,0.998370191,0.00837626
Gabon,"Median Age, as of 1 July (years)",0,0,0.998370191,0.00837626
Gabon,Male Life Expectancy at Age 15 (years),0,0,0.998370191,0.00837626
Gabon,employment_rate_15_24,0,0,0.998370191,0.00837626
Gabon,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.998370191,0.00837626
Gabon,Net Number of Migrants ,0,0,0.998370191,0.00837626
UK,DailyIncome,0,,1,0
UK,female_years_schooling,0,,1,0
UK,EmploymentRate15,0,,1,0
UK,employment_rate_15_24,0,,1,0
UK,"Population Density, as of 1 July (persons per square km)",0,,1,0
UK,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
UK,"Median Age, as of 1 July (years)",0,,1,0
UK,"Rate of Natural Change (per 1,000 population)",0,,1,0
UK,Population Growth Rate (percentage),0,,1,0
UK,Population Annual Doubling Time (years),0,,1,0
UK,Births by women aged 15 to 19 ,0,,1,0
UK,Mean Age Childbearing (years),0,,1,0
UK,Sex Ratio at Birth (males per 100 female births),0,,1,0
UK,Male Deaths ,0,,1,0
UK,Female Deaths ,0,,1,0
UK,"Crude Death Rate (deaths per 1,000 population)",0,,1,0
UK,Male Life Expectancy at Age 15 (years),0,,1,0
UK,Female Life Expectancy at Age 15 (years),0,,1,0
UK,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,,1,0
UK,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,1,0
UK,Net Number of Migrants ,0,,1,0
UK,"Net Migration Rate (per 1,000 population)",0,,1,0
Georgia,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.242105391,21.96825177,0.990064131,0.001876656
Georgia,"Rate of Natural Change (per 1,000 population)",0.219499837,19.91706036,0.990064131,0.001876656
Georgia,Mean Age Childbearing (years),0.153458166,13.92454587,0.990064131,0.001876656
Georgia,"Median Age, as of 1 July (years)",0.104628572,9.493827475,0.990064131,0.001876656
