Country,Feature,Coefficient,Percentage_Effect,Train_Adj_R2,Test_MSE
Kiribati,"Population Sex Ratio, as of 1 July (males per 100 females)",0.064495091,14.86902146,0.990534818,0.003124175
Kiribati,"Population Density, as of 1 July (persons per square km)",-0.046929831,10.81943841,0.990534818,0.003124175
Kiribati,"Median Age, as of 1 July (years)",-0.028967028,6.678203794,0.990534818,0.003124175
Kiribati,Male Life Expectancy at Age 15 (years),-0.021680447,4.998318786,0.990534818,0.003124175
Kiribati,Mean Age Childbearing (years),0.019701118,4.541994422,0.990534818,0.003124175
Kiribati,Population Annual Doubling Time (years),-0.000474161,0.109315523,0.990534818,0.003124175
Kiribati,Female Deaths ,0,0,0.990534818,0.003124175
Kiribati,Net Number of Migrants ,0,0,0.990534818,0.003124175
Kiribati,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.990534818,0.003124175
Kiribati,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.990534818,0.003124175
Kiribati,Female Life Expectancy at Age 15 (years),0,0,0.990534818,0.003124175
Kiribati,"Crude Death Rate (deaths per 1,000 population)",0,0,0.990534818,0.003124175
Kiribati,DailyIncome,0,0,0.990534818,0.003124175
Kiribati,Male Deaths ,0,0,0.990534818,0.003124175
Kiribati,Sex Ratio at Birth (males per 100 female births),0,0,0.990534818,0.003124175
Kiribati,female_years_schooling,0,0,0.990534818,0.003124175
Kiribati,Births by women aged 15 to 19 ,0,0,0.990534818,0.003124175
Kiribati,Population Growth Rate (percentage),0,0,0.990534818,0.003124175
Kiribati,employment_rate_15_24,0,0,0.990534818,0.003124175
Kiribati,EmploymentRate15,0,0,0.990534818,0.003124175
Kiribati,"Net Migration Rate (per 1,000 population)",0,0,0.990534818,0.003124175
St. Kitts and Nevis,DailyIncome,0,,1,0
St. Kitts and Nevis,female_years_schooling,0,,1,0
St. Kitts and Nevis,EmploymentRate15,0,,1,0
St. Kitts and Nevis,employment_rate_15_24,0,,1,0
St. Kitts and Nevis,"Population Density, as of 1 July (persons per square km)",0,,1,0
St. Kitts and Nevis,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
St. Kitts and Nevis,"Median Age, as of 1 July (years)",0,,1,0
St. Kitts and Nevis,"Rate of Natural Change (per 1,000 population)",0,,1,0
St. Kitts and Nevis,Population Growth Rate (percentage),0,,1,0
St. Kitts and Nevis,Population Annual Doubling Time (years),0,,1,0
St. Kitts and Nevis,Births by women aged 15 to 19 ,0,,1,0
St. Kitts and Nevis,Mean Age Childbearing (years),0,,1,0
St. Kitts and Nevis,Sex Ratio at Birth (males per 100 female births),0,,1,0
St. Kitts and Nevis,Male Deaths ,0,,1,0
St. Kitts and Nevis,Female Deaths ,0,,1,0
St. Kitts and Nevis,"Crude Death Rate (deaths per 1,000 population)",0,,1,0
St. Kitts and Nevis,Male Life Expectancy at Age 15 (years),0,,1,0
St. Kitts and Nevis,Female Life Expectancy at Age 15 (years),0,,1,0
St. Kitts and Nevis,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,,1,0
St. Kitts and Nevis,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,1,0
St. Kitts and Nevis,Net Number of Migrants ,0,,1,0
St. Kitts and Nevis,"Net Migration Rate (per 1,000 population)",0,,1,0
South Korea,DailyIncome,0,,1,0
South Korea,female_years_schooling,0,,1,0
South Korea,EmploymentRate15,0,,1,0
South Korea,employment_rate_15_24,0,,1,0
South Korea,"Population Density, as of 1 July (persons per square km)",0,,1,0
South Korea,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
South Korea,"Median Age, as of 1 July (years)",0,,1,0
South Korea,"Rate of Natural Change (per 1,000 population)",0,,1,0
South Korea,Population Growth Rate (percentage),0,,1,0
South Korea,Population Annual Doubling Time (years),0,,1,0
South Korea,Births by women aged 15 to 19 ,0,,1,0
South Korea,Mean Age Childbearing (years),0,,1,0
South Korea,Sex Ratio at Birth (males per 100 female births),0,,1,0
South Korea,Male Deaths ,0,,1,0
South Korea,Female Deaths ,0,,1,0
South Korea,"Crude Death Rate (deaths per 1,000 population)",0,,1,0
South Korea,Male Life Expectancy at Age 15 (years),0,,1,0
South Korea,Female Life Expectancy at Age 15 (years),0,,1,0
South Korea,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,,1,0
South Korea,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,1,0
South Korea,Net Number of Migrants ,0,,1,0
South Korea,"Net Migration Rate (per 1,000 population)",0,,1,0
Kuwait,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.408451872,35.3881905,0.995570695,0.037462109
Kuwait,"Population Sex Ratio, as of 1 July (males per 100 females)",0.219395077,19.00834665,0.995570695,0.037462109
Kuwait,"Population Density, as of 1 July (persons per square km)",-0.165936854,14.37673668,0.995570695,0.037462109
Kuwait,Female Life Expectancy at Age 15 (years),-0.128203062,11.10748831,0.995570695,0.037462109
Kuwait,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",-0.088665651,7.681974669,0.995570695,0.037462109
Kuwait,Mean Age Childbearing (years),-0.083361753,7.222446014,0.995570695,0.037462109
Kuwait,DailyIncome,-0.02438775,2.112949923,0.995570695,0.037462109
Kuwait,Population Growth Rate (percentage),0.019736308,1.709949873,0.995570695,0.037462109
Kuwait,female_years_schooling,0.012236449,1.060163523,0.995570695,0.037462109
Kuwait,Population Annual Doubling Time (years),-0.003829116,0.331753865,0.995570695,0.037462109
Kuwait,"Rate of Natural Change (per 1,000 population)",0,0,0.995570695,0.037462109
Kuwait,Births by women aged 15 to 19 ,0,0,0.995570695,0.037462109
Kuwait,Sex Ratio at Birth (males per 100 female births),0,0,0.995570695,0.037462109
Kuwait,Male Deaths ,0,0,0.995570695,0.037462109
Kuwait,Female Deaths ,0,0,0.995570695,0.037462109
Kuwait,"Crude Death Rate (deaths per 1,000 population)",0,0,0.995570695,0.037462109
Kuwait,Male Life Expectancy at Age 15 (years),0,0,0.995570695,0.037462109
Kuwait,"Median Age, as of 1 July (years)",0,0,0.995570695,0.037462109
Kuwait,employment_rate_15_24,0,0,0.995570695,0.037462109
Kuwait,EmploymentRate15,0,0,0.995570695,0.037462109
Kuwait,Net Number of Migrants ,0,0,0.995570695,0.037462109
Kuwait,"Net Migration Rate (per 1,000 population)",0,0,0.995570695,0.037462109
Lao,DailyIncome,0,,1,0
Lao,female_years_schooling,0,,1,0
Lao,EmploymentRate15,0,,1,0
Lao,employment_rate_15_24,0,,1,0
Lao,"Population Density, as of 1 July (persons per square km)",0,,1,0
Lao,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
Lao,"Median Age, as of 1 July (years)",0,,1,0
Lao,"Rate of Natural Change (per 1,000 population)",0,,1,0
Lao,Population Growth Rate (percentage),0,,1,0
Lao,Population Annual Doubling Time (years),0,,1,0
Lao,Births by women aged 15 to 19 ,0,,1,0
Lao,Mean Age Childbearing (years),0,,1,0
Lao,Sex Ratio at Birth (males per 100 female births),0,,1,0
Lao,Male Deaths ,0,,1,0
Lao,Female Deaths ,0,,1,0
Lao,"Crude Death Rate (deaths per 1,000 population)",0,,1,0
Lao,Male Life Expectancy at Age 15 (years),0,,1,0
Lao,Female Life Expectancy at Age 15 (years),0,,1,0
Lao,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,,1,0
Lao,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,1,0
Lao,Net Number of Migrants ,0,,1,0
Lao,"Net Migration Rate (per 1,000 population)",0,,1,0
Lebanon,"Rate of Natural Change (per 1,000 population)",0.222516113,56.52050732,0.990655693,0.000499012
Lebanon,"Population Sex Ratio, as of 1 July (males per 100 females)",-0.038726871,9.836871579,0.990655693,0.000499012
Lebanon,"Crude Death Rate (deaths per 1,000 population)",0.037858029,9.616180156,0.990655693,0.000499012
Lebanon,Sex Ratio at Birth (males per 100 female births),0.032670581,8.298535271,0.990655693,0.000499012
Lebanon,DailyIncome,-0.023402663,5.944425217,0.990655693,0.000499012
Lebanon,Male Life Expectancy at Age 15 (years),-0.019374467,4.921237703,0.990655693,0.000499012
Lebanon,Population Growth Rate (percentage),0.017309679,4.396768428,0.990655693,0.000499012
Lebanon,Population Annual Doubling Time (years),-0.001618643,0.411145541,0.990655693,0.000499012
Lebanon,Births by women aged 15 to 19 ,0.000213887,0.054328784,0.990655693,0.000499012
Lebanon,Female Deaths ,0,0,0.990655693,0.000499012
Lebanon,Net Number of Migrants ,0,0,0.990655693,0.000499012
Lebanon,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.990655693,0.000499012
Lebanon,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.990655693,0.000499012
Lebanon,Female Life Expectancy at Age 15 (years),0,0,0.990655693,0.000499012
Lebanon,Mean Age Childbearing (years),0,0,0.990655693,0.000499012
Lebanon,Male Deaths ,0,0,0.990655693,0.000499012
Lebanon,female_years_schooling,0,0,0.990655693,0.000499012
Lebanon,"Median Age, as of 1 July (years)",0,0,0.990655693,0.000499012
Lebanon,"Population Density, as of 1 July (persons per square km)",0,0,0.990655693,0.000499012
Lebanon,employment_rate_15_24,0,0,0.990655693,0.000499012
Lebanon,EmploymentRate15,0,0,0.990655693,0.000499012
Lebanon,"Net Migration Rate (per 1,000 population)",0,0,0.990655693,0.000499012
Liberia,"Crude Death Rate (deaths per 1,000 population)",0.416618059,38.01252554,0.998559794,0.002246246
Liberia,"Rate of Natural Change (per 1,000 population)",0.200734519,18.31515906,0.998559794,0.002246246
Liberia,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.117215172,10.694795,0.998559794,0.002246246
Liberia,Net Number of Migrants ,0.112565107,10.27051977,0.998559794,0.002246246
Liberia,"Median Age, as of 1 July (years)",-0.109505504,9.991359453,0.998559794,0.002246246
Liberia,"Population Density, as of 1 July (persons per square km)",-0.101482933,9.259374421,0.998559794,0.002246246
Liberia,Mean Age Childbearing (years),0.014317679,1.306355086,0.998559794,0.002246246
Liberia,Sex Ratio at Birth (males per 100 female births),0.008822808,0.804999212,0.998559794,0.002246246
Liberia,EmploymentRate15,-0.007578291,0.691448609,0.998559794,0.002246246
Liberia,DailyIncome,0.004498449,0.410441639,0.998559794,0.002246246
Liberia,Population Annual Doubling Time (years),-0.002634512,0.240374698,0.998559794,0.002246246
Liberia,Female Deaths ,-2.90E-05,0.002647504,0.998559794,0.002246246
Liberia,Births by women aged 15 to 19 ,0,0,0.998559794,0.002246246
Liberia,female_years_schooling,0,0,0.998559794,0.002246246
Liberia,Male Deaths ,0,0,0.998559794,0.002246246
Liberia,Population Growth Rate (percentage),0,0,0.998559794,0.002246246
Liberia,Male Life Expectancy at Age 15 (years),0,0,0.998559794,0.002246246
Liberia,Female Life Expectancy at Age 15 (years),0,0,0.998559794,0.002246246
Liberia,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.998559794,0.002246246
Liberia,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.998559794,0.002246246
Liberia,employment_rate_15_24,0,0,0.998559794,0.002246246
Liberia,"Net Migration Rate (per 1,000 population)",0,0,0.998559794,0.002246246
Libya,"Median Age, as of 1 July (years)",-0.297078317,57.89275047,0.429275881,0.002408245
Libya,DailyIncome,-0.149826322,29.19720963,0.429275881,0.002408245
Libya,"Rate of Natural Change (per 1,000 population)",0.061629492,12.00996711,0.429275881,0.002408245
Libya,EmploymentRate15,-0.004618749,0.900072794,0.429275881,0.002408245
Libya,Male Deaths ,0,0,0.429275881,0.002408245
Libya,Net Number of Migrants ,0,0,0.429275881,0.002408245
Libya,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.429275881,0.002408245
Libya,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.429275881,0.002408245
Libya,Female Life Expectancy at Age 15 (years),0,0,0.429275881,0.002408245
Libya,Male Life Expectancy at Age 15 (years),0,0,0.429275881,0.002408245
Libya,"Crude Death Rate (deaths per 1,000 population)",0,0,0.429275881,0.002408245
Libya,Female Deaths ,0,0,0.429275881,0.002408245
Libya,Mean Age Childbearing (years),0,0,0.429275881,0.002408245
Libya,Sex Ratio at Birth (males per 100 female births),0,0,0.429275881,0.002408245
Libya,female_years_schooling,0,0,0.429275881,0.002408245
Libya,Births by women aged 15 to 19 ,0,0,0.429275881,0.002408245
Libya,Population Annual Doubling Time (years),0,0,0.429275881,0.002408245
Libya,Population Growth Rate (percentage),0,0,0.429275881,0.002408245
Libya,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.429275881,0.002408245
Libya,"Population Density, as of 1 July (persons per square km)",0,0,0.429275881,0.002408245
Libya,employment_rate_15_24,0,0,0.429275881,0.002408245
Libya,"Net Migration Rate (per 1,000 population)",0,0,0.429275881,0.002408245
St. Lucia,DailyIncome,0,,1,0
St. Lucia,female_years_schooling,0,,1,0
St. Lucia,EmploymentRate15,0,,1,0
St. Lucia,employment_rate_15_24,0,,1,0
St. Lucia,"Population Density, as of 1 July (persons per square km)",0,,1,0
St. Lucia,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
St. Lucia,"Median Age, as of 1 July (years)",0,,1,0
St. Lucia,"Rate of Natural Change (per 1,000 population)",0,,1,0
St. Lucia,Population Growth Rate (percentage),0,,1,0
St. Lucia,Population Annual Doubling Time (years),0,,1,0
St. Lucia,Births by women aged 15 to 19 ,0,,1,0
St. Lucia,Mean Age Childbearing (years),0,,1,0
St. Lucia,Sex Ratio at Birth (males per 100 female births),0,,1,0
St. Lucia,Male Deaths ,0,,1,0
St. Lucia,Female Deaths ,0,,1,0
St. Lucia,"Crude Death Rate (deaths per 1,000 population)",0,,1,0
St. Lucia,Male Life Expectancy at Age 15 (years),0,,1,0
St. Lucia,Female Life Expectancy at Age 15 (years),0,,1,0
St. Lucia,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,,1,0
St. Lucia,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,1,0
St. Lucia,Net Number of Migrants ,0,,1,0
St. Lucia,"Net Migration Rate (per 1,000 population)",0,,1,0
Sri Lanka,"Rate of Natural Change (per 1,000 population)",0.158659388,25.6070672,0.985146611,0.000161642
Sri Lanka,Female Life Expectancy at Age 15 (years),0.087041946,14.04826403,0.985146611,0.000161642
Sri Lanka,"Population Density, as of 1 July (persons per square km)",-0.066148551,10.67614347,0.985146611,0.000161642
Sri Lanka,"Crude Death Rate (deaths per 1,000 population)",0.056399599,9.102696947,0.985146611,0.000161642
Sri Lanka,"Population Sex Ratio, as of 1 July (males per 100 females)",0.051905409,8.377350529,0.985146611,0.000161642
Sri Lanka,Births by women aged 15 to 19 ,-0.050045269,8.07713041,0.985146611,0.000161642
Sri Lanka,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0.040497557,6.536163246,0.985146611,0.000161642
Sri Lanka,Male Life Expectancy at Age 15 (years),0.038669573,6.241133099,0.985146611,0.000161642
Sri Lanka,Female Deaths ,0.026533147,4.282356537,0.985146611,0.000161642
Sri Lanka,Mean Age Childbearing (years),-0.019486634,3.145074235,0.985146611,0.000161642
Sri Lanka,female_years_schooling,-0.0114861,1.853816185,0.985146611,0.000161642
Sri Lanka,Male Deaths ,-0.004295002,0.693198162,0.985146611,0.000161642
Sri Lanka,employment_rate_15_24,-0.003185365,0.514106752,0.985146611,0.000161642
Sri Lanka,Sex Ratio at Birth (males per 100 female births),-0.00262226,0.42322357,0.985146611,0.000161642
Sri Lanka,Population Annual Doubling Time (years),-0.002259774,0.364719587,0.985146611,0.000161642
Sri Lanka,Population Growth Rate (percentage),0.000356613,0.057556041,0.985146611,0.000161642
Sri Lanka,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.985146611,0.000161642
Sri Lanka,Net Number of Migrants ,0,0,0.985146611,0.000161642
Sri Lanka,DailyIncome,0,0,0.985146611,0.000161642
Sri Lanka,"Median Age, as of 1 July (years)",0,0,0.985146611,0.000161642
Sri Lanka,EmploymentRate15,0,0,0.985146611,0.000161642
Sri Lanka,"Net Migration Rate (per 1,000 population)",0,0,0.985146611,0.000161642
Lesotho,"Rate of Natural Change (per 1,000 population)",0.273693865,26.37612592,0.998566951,0.000607348
Lesotho,Mean Age Childbearing (years),0.117413912,11.31528513,0.998566951,0.000607348
Lesotho,"Median Age, as of 1 July (years)",-0.11712511,11.287453,0.998566951,0.000607348
Lesotho,"Population Density, as of 1 July (persons per square km)",-0.110581085,10.65679946,0.998566951,0.000607348
Lesotho,"Population Sex Ratio, as of 1 July (males per 100 females)",0.108784561,10.48366676,0.998566951,0.000607348
Lesotho,Female Deaths ,0.078054081,7.522142541,0.998566951,0.000607348
Lesotho,Male Deaths ,0.062310561,6.004925223,0.998566951,0.000607348
Lesotho,Births by women aged 15 to 19 ,0.061787461,5.954513658,0.998566951,0.000607348
Lesotho,Male Life Expectancy at Age 15 (years),0.041927381,4.040579715,0.998566951,0.000607348
Lesotho,female_years_schooling,-0.024007616,2.313635671,0.998566951,0.000607348
Lesotho,DailyIncome,-0.0127102,1.224893508,0.998566951,0.000607348
Lesotho,"Crude Death Rate (deaths per 1,000 population)",0.008583359,0.827186076,0.998566951,0.000607348
Lesotho,Population Annual Doubling Time (years),0.008429347,0.812343808,0.998566951,0.000607348
Lesotho,Sex Ratio at Birth (males per 100 female births),0.007049453,0.679362132,0.998566951,0.000607348
Lesotho,"Net Migration Rate (per 1,000 population)",-0.003792013,0.365439752,0.998566951,0.000607348
Lesotho,EmploymentRate15,-0.001407558,0.135647657,0.998566951,0.000607348
Lesotho,Population Growth Rate (percentage),0,0,0.998566951,0.000607348
Lesotho,employment_rate_15_24,0,0,0.998566951,0.000607348
Lesotho,Female Life Expectancy at Age 15 (years),0,0,0.998566951,0.000607348
Lesotho,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.998566951,0.000607348
Lesotho,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.998566951,0.000607348
Lesotho,Net Number of Migrants ,0,0,0.998566951,0.000607348
Lithuania,"Rate of Natural Change (per 1,000 population)",0.309499056,52.72876935,0.998338007,0.00534345
Lithuania,"Crude Death Rate (deaths per 1,000 population)",0.149527448,25.4747087,0.998338007,0.00534345
Lithuania,Mean Age Childbearing (years),0.061478569,10.47398767,0.998338007,0.00534345
Lithuania,female_years_schooling,-0.024959587,4.252317719,0.998338007,0.00534345
Lithuania,employment_rate_15_24,0.015026659,2.560063497,0.998338007,0.00534345
Lithuania,EmploymentRate15,-0.007362441,1.2543251,0.998338007,0.00534345
Lithuania,Female Deaths ,0.004868514,0.829439523,0.998338007,0.00534345
Lithuania,Population Growth Rate (percentage),0.004868278,0.829399296,0.998338007,0.00534345
Lithuania,Male Deaths ,-0.004216363,0.718333836,0.998338007,0.00534345
Lithuania,"Population Sex Ratio, as of 1 July (males per 100 females)",-0.003776054,0.643319253,0.998338007,0.00534345
Lithuania,"Population Density, as of 1 July (persons per square km)",-0.001238258,0.210959701,0.998338007,0.00534345
Lithuania,Sex Ratio at Birth (males per 100 female births),-0.000143081,0.024376363,0.998338007,0.00534345
Lithuania,Female Life Expectancy at Age 15 (years),0,0,0.998338007,0.00534345
Lithuania,Net Number of Migrants ,0,0,0.998338007,0.00534345
Lithuania,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.998338007,0.00534345
Lithuania,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.998338007,0.00534345
Lithuania,DailyIncome,0,0,0.998338007,0.00534345
Lithuania,Male Life Expectancy at Age 15 (years),0,0,0.998338007,0.00534345
Lithuania,Births by women aged 15 to 19 ,0,0,0.998338007,0.00534345
Lithuania,Population Annual Doubling Time (years),0,0,0.998338007,0.00534345
Lithuania,"Median Age, as of 1 July (years)",0,0,0.998338007,0.00534345
Lithuania,"Net Migration Rate (per 1,000 population)",0,0,0.998338007,0.00534345
Luxembourg,"Population Density, as of 1 July (persons per square km)",-0.153582928,33.03517353,0.991086,7.37435E-05
Luxembourg,"Median Age, as of 1 July (years)",0.065960689,14.18792323,0.991086,7.37435E-05
Luxembourg,"Rate of Natural Change (per 1,000 population)",0.057374581,12.34108017,0.991086,7.37435E-05
Luxembourg,"Crude Death Rate (deaths per 1,000 population)",0.035677342,7.674076841,0.991086,7.37435E-05
Luxembourg,Male Deaths ,0.02445773,5.260775849,0.991086,7.37435E-05
Luxembourg,Female Deaths ,0.023578427,5.071640633,0.991086,7.37435E-05
Luxembourg,Sex Ratio at Birth (males per 100 female births),0.022483474,4.836120052,0.991086,7.37435E-05
Luxembourg,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",-0.019730271,4.243915293,0.991086,7.37435E-05
Luxembourg,DailyIncome,0.015674232,3.371474912,0.991086,7.37435E-05
Luxembourg,Population Annual Doubling Time (years),-0.012498143,2.688308642,0.991086,7.37435E-05
Luxembourg,Births by women aged 15 to 19 ,0.011134844,2.395067658,0.991086,7.37435E-05
Luxembourg,female_years_schooling,0.007527341,1.61910586,0.991086,7.37435E-05
Luxembourg,EmploymentRate15,0.00665324,1.431089577,0.991086,7.37435E-05
Luxembourg,Mean Age Childbearing (years),-0.006488389,1.395630691,0.991086,7.37435E-05
Luxembourg,"Infant Mortality Rate (infant deaths per 1,000 live births)",0.001578636,0.339559306,0.991086,7.37435E-05
Luxembourg,Male Life Expectancy at Age 15 (years),-0.000476382,0.102468268,0.991086,7.37435E-05
Luxembourg,Female Life Expectancy at Age 15 (years),-3.06E-05,0.006589486,0.991086,7.37435E-05
Luxembourg,Population Growth Rate (percentage),0,0,0.991086,7.37435E-05
Luxembourg,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.991086,7.37435E-05
Luxembourg,employment_rate_15_24,0,0,0.991086,7.37435E-05
Luxembourg,Net Number of Migrants ,0,0,0.991086,7.37435E-05
Luxembourg,"Net Migration Rate (per 1,000 population)",0,0,0.991086,7.37435E-05
Latvia,"Rate of Natural Change (per 1,000 population)",0.216502166,50.05476792,0.994783434,0.000171411
Latvia,"Crude Death Rate (deaths per 1,000 population)",0.090658368,20.95999162,0.994783434,0.000171411
Latvia,"Population Sex Ratio, as of 1 July (males per 100 females)",0.033856371,7.827509533,0.994783434,0.000171411
Latvia,DailyIncome,0.028093654,6.495183575,0.994783434,0.000171411
Latvia,Sex Ratio at Birth (males per 100 female births),0.022594188,5.2237207,0.994783434,0.000171411
Latvia,"Infant Mortality Rate (infant deaths per 1,000 live births)",-0.018069203,4.177555258,0.994783434,0.000171411
Latvia,female_years_schooling,-0.016514966,3.818219434,0.994783434,0.000171411
Latvia,Net Number of Migrants ,-0.004766713,1.102052387,0.994783434,0.000171411
Latvia,employment_rate_15_24,0.001474927,0.340999574,0.994783434,0.000171411
Latvia,Female Deaths ,0,0,0.994783434,0.000171411
Latvia,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.994783434,0.000171411
Latvia,Female Life Expectancy at Age 15 (years),0,0,0.994783434,0.000171411
Latvia,Male Life Expectancy at Age 15 (years),0,0,0.994783434,0.000171411
Latvia,Mean Age Childbearing (years),0,0,0.994783434,0.000171411
Latvia,Male Deaths ,0,0,0.994783434,0.000171411
Latvia,Births by women aged 15 to 19 ,0,0,0.994783434,0.000171411
Latvia,Population Annual Doubling Time (years),0,0,0.994783434,0.000171411
Latvia,Population Growth Rate (percentage),0,0,0.994783434,0.000171411
Latvia,"Median Age, as of 1 July (years)",0,0,0.994783434,0.000171411
Latvia,"Population Density, as of 1 July (persons per square km)",0,0,0.994783434,0.000171411
Latvia,EmploymentRate15,0,0,0.994783434,0.000171411
Latvia,"Net Migration Rate (per 1,000 population)",0,0,0.994783434,0.000171411
Morocco,"Rate of Natural Change (per 1,000 population)",0.22139751,45.23858033,0.985130351,1.04913E-05
Morocco,Mean Age Childbearing (years),0.203588547,41.59964054,0.985130351,1.04913E-05
Morocco,"Crude Death Rate (deaths per 1,000 population)",0.055258172,11.29100891,0.985130351,1.04913E-05
Morocco,EmploymentRate15,-0.009155545,1.870770216,0.985130351,1.04913E-05
Morocco,Sex Ratio at Birth (males per 100 female births),0,0,0.985130351,1.04913E-05
Morocco,Net Number of Migrants ,0,0,0.985130351,1.04913E-05
Morocco,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,0,0.985130351,1.04913E-05
Morocco,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,0,0.985130351,1.04913E-05
Morocco,Female Life Expectancy at Age 15 (years),0,0,0.985130351,1.04913E-05
Morocco,Male Life Expectancy at Age 15 (years),0,0,0.985130351,1.04913E-05
Morocco,Female Deaths ,0,0,0.985130351,1.04913E-05
Morocco,Male Deaths ,0,0,0.985130351,1.04913E-05
Morocco,DailyIncome,0,0,0.985130351,1.04913E-05
Morocco,female_years_schooling,0,0,0.985130351,1.04913E-05
Morocco,Births by women aged 15 to 19 ,0,0,0.985130351,1.04913E-05
Morocco,Population Annual Doubling Time (years),0,0,0.985130351,1.04913E-05
Morocco,Population Growth Rate (percentage),0,0,0.985130351,1.04913E-05
Morocco,"Median Age, as of 1 July (years)",0,0,0.985130351,1.04913E-05
Morocco,"Population Sex Ratio, as of 1 July (males per 100 females)",0,0,0.985130351,1.04913E-05
Morocco,"Population Density, as of 1 July (persons per square km)",0,0,0.985130351,1.04913E-05
Morocco,employment_rate_15_24,0,0,0.985130351,1.04913E-05
Morocco,"Net Migration Rate (per 1,000 population)",0,0,0.985130351,1.04913E-05
Monaco,DailyIncome,0,,-2.75,0.000285729
Monaco,female_years_schooling,0,,-2.75,0.000285729
Monaco,EmploymentRate15,0,,-2.75,0.000285729
Monaco,employment_rate_15_24,0,,-2.75,0.000285729
Monaco,"Population Density, as of 1 July (persons per square km)",0,,-2.75,0.000285729
Monaco,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,-2.75,0.000285729
Monaco,"Median Age, as of 1 July (years)",0,,-2.75,0.000285729
Monaco,"Rate of Natural Change (per 1,000 population)",0,,-2.75,0.000285729
Monaco,Population Growth Rate (percentage),0,,-2.75,0.000285729
Monaco,Population Annual Doubling Time (years),0,,-2.75,0.000285729
Monaco,Births by women aged 15 to 19 ,0,,-2.75,0.000285729
Monaco,Mean Age Childbearing (years),0,,-2.75,0.000285729
Monaco,Sex Ratio at Birth (males per 100 female births),0,,-2.75,0.000285729
Monaco,Male Deaths ,0,,-2.75,0.000285729
Monaco,Female Deaths ,0,,-2.75,0.000285729
Monaco,"Crude Death Rate (deaths per 1,000 population)",0,,-2.75,0.000285729
Monaco,Male Life Expectancy at Age 15 (years),0,,-2.75,0.000285729
Monaco,Female Life Expectancy at Age 15 (years),0,,-2.75,0.000285729
Monaco,"Infant Mortality Rate (infant deaths per 1,000 live births)",0,,-2.75,0.000285729
Monaco,"Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)",0,,-2.75,0.000285729
Monaco,Net Number of Migrants ,0,,-2.75,0.000285729
Monaco,"Net Migration Rate (per 1,000 population)",0,,-2.75,0.000285729
Moldova,DailyIncome,0,,1,0
Moldova,female_years_schooling,0,,1,0
Moldova,EmploymentRate15,0,,1,0
Moldova,employment_rate_15_24,0,,1,0
Moldova,"Population Density, as of 1 July (persons per square km)",0,,1,0
Moldova,"Population Sex Ratio, as of 1 July (males per 100 females)",0,,1,0
Moldova,"Median Age, as of 1 July (years)",0,,1,0
Moldova,"Rate of Natural Change (per 1,000 population)",0,,1,0
Moldova,Population Growth Rate (percentage),0,,1,0
Moldova,Population Annual Doubling Time (years),0,,1,0
Moldova,Births by women aged 15 to 19 ,0,,1,0
Moldova,Mean Age Childbearing (years),0,,1,0
